1.825440979269876367e-06	1.825440979269876367e-06	1.825440979269876367e-06	1.825440979269876367e-06	1.825440979269876367e-06	1.825440979269876367e-06	1.825440979269876367e-06	1.825440979269876367e-06	1.858037449858111759e-06	1.858037449858111759e-06	1.890633920446346938e-06	1.923230391034582118e-06	1.923230391034582118e-06	1.923230391034582118e-06	1.923230391034582118e-06	1.955826861622817297e-06	1.923230391034582118e-06	1.923230391034582118e-06	1.890633920446346938e-06	1.858037449858111759e-06	1.858037449858111759e-06	1.825440979269876367e-06	1.792844508681641188e-06	1.760248038093405797e-06	1.727651567505170617e-06	1.695055096916935226e-06	1.727651567505170617e-06	1.792844508681641188e-06	1.955826861622817297e-06	2.053616273387523683e-06	2.086212743975758862e-06	2.118809214563994042e-06	2.118809214563994042e-06	2.086212743975758862e-06	2.086212743975758862e-06	2.053616273387523683e-06	2.053616273387523683e-06	2.021019802799288080e-06	2.021019802799288080e-06	1.988423332211052900e-06	1.955826861622817297e-06	1.923230391034582118e-06	1.923230391034582118e-06	1.923230391034582118e-06	1.890633920446346938e-06	1.890633920446346938e-06	1.890633920446346938e-06	1.890633920446346938e-06	1.890633920446346938e-06	1.890633920446346938e-06	1.890633920446346938e-06	1.890633920446346938e-06	1.923230391034582118e-06	1.923230391034582118e-06
1.825440979269876367e-06	1.825440979269876367e-06	1.825440979269876367e-06	1.825440979269876367e-06	1.825440979269876367e-06	1.792844508681641188e-06	1.825440979269876367e-06	1.825440979269876367e-06	1.858037449858111759e-06	1.890633920446346938e-06	1.923230391034582118e-06	1.955826861622817297e-06	1.988423332211052900e-06	1.988423332211052900e-06	1.988423332211052900e-06	1.988423332211052900e-06	1.988423332211052900e-06	1.923230391034582118e-06	1.890633920446346938e-06	1.858037449858111759e-06	1.825440979269876367e-06	1.825440979269876367e-06	1.825440979269876367e-06	1.825440979269876367e-06	1.792844508681641188e-06	1.760248038093405797e-06	1.727651567505170617e-06	1.792844508681641188e-06	1.955826861622817297e-06	2.086212743975758862e-06	2.118809214563994042e-06	2.151405685152229645e-06	2.151405685152229645e-06	2.151405685152229645e-06	2.118809214563994042e-06	2.118809214563994042e-06	2.086212743975758862e-06	2.086212743975758862e-06	2.053616273387523683e-06	2.021019802799288080e-06	1.988423332211052900e-06	1.955826861622817297e-06	1.955826861622817297e-06	1.923230391034582118e-06	1.923230391034582118e-06	1.890633920446346938e-06	1.890633920446346938e-06	1.890633920446346938e-06	1.890633920446346938e-06	1.890633920446346938e-06	1.890633920446346938e-06	1.890633920446346938e-06	1.890633920446346938e-06	1.923230391034582118e-06
1.825440979269876367e-06	1.825440979269876367e-06	1.825440979269876367e-06	1.825440979269876367e-06	1.792844508681641188e-06	1.792844508681641188e-06	1.792844508681641188e-06	1.825440979269876367e-06	1.858037449858111759e-06	1.890633920446346938e-06	1.955826861622817297e-06	1.988423332211052900e-06	2.021019802799288080e-06	2.053616273387523683e-06	2.053616273387523683e-06	2.021019802799288080e-06	2.021019802799288080e-06	1.955826861622817297e-06	1.923230391034582118e-06	1.858037449858111759e-06	1.858037449858111759e-06	1.890633920446346938e-06	1.923230391034582118e-06	1.923230391034582118e-06	1.923230391034582118e-06	1.858037449858111759e-06	1.792844508681641188e-06	1.825440979269876367e-06	1.955826861622817297e-06	2.118809214563994042e-06	2.184002155740464825e-06	2.184002155740464825e-06	2.184002155740464825e-06	2.151405685152229645e-06	2.151405685152229645e-06	2.151405685152229645e-06	2.118809214563994042e-06	2.118809214563994042e-06	2.086212743975758862e-06	2.053616273387523683e-06	2.053616273387523683e-06	2.021019802799288080e-06	1.988423332211052900e-06	1.955826861622817297e-06	1.923230391034582118e-06	1.923230391034582118e-06	1.923230391034582118e-06	1.890633920446346938e-06	1.890633920446346938e-06	1.890633920446346938e-06	1.890633920446346938e-06	1.890633920446346938e-06	1.923230391034582118e-06	1.923230391034582118e-06
1.858037449858111759e-06	1.858037449858111759e-06	1.825440979269876367e-06	1.825440979269876367e-06	1.792844508681641188e-06	1.792844508681641188e-06	1.792844508681641188e-06	1.825440979269876367e-06	1.858037449858111759e-06	1.890633920446346938e-06	1.955826861622817297e-06	2.021019802799288080e-06	2.053616273387523683e-06	2.053616273387523683e-06	2.053616273387523683e-06	2.053616273387523683e-06	2.021019802799288080e-06	1.988423332211052900e-06	1.955826861622817297e-06	1.955826861622817297e-06	1.955826861622817297e-06	1.988423332211052900e-06	2.021019802799288080e-06	2.021019802799288080e-06	1.988423332211052900e-06	1.923230391034582118e-06	1.858037449858111759e-06	1.792844508681641188e-06	1.988423332211052900e-06	2.216598626328700004e-06	2.249195096916935184e-06	2.249195096916935184e-06	2.216598626328700004e-06	2.216598626328700004e-06	2.184002155740464825e-06	2.184002155740464825e-06	2.184002155740464825e-06	2.151405685152229645e-06	2.151405685152229645e-06	2.118809214563994042e-06	2.086212743975758862e-06	2.053616273387523683e-06	2.021019802799288080e-06	1.988423332211052900e-06	1.955826861622817297e-06	1.923230391034582118e-06	1.923230391034582118e-06	1.890633920446346938e-06	1.890633920446346938e-06	1.890633920446346938e-06	1.890633920446346938e-06	1.890633920446346938e-06	1.923230391034582118e-06	1.923230391034582118e-06
1.858037449858111759e-06	1.858037449858111759e-06	1.825440979269876367e-06	1.825440979269876367e-06	1.792844508681641188e-06	1.792844508681641188e-06	1.825440979269876367e-06	1.825440979269876367e-06	1.890633920446346938e-06	1.923230391034582118e-06	1.988423332211052900e-06	2.021019802799288080e-06	2.053616273387523683e-06	2.086212743975758862e-06	2.053616273387523683e-06	2.053616273387523683e-06	2.021019802799288080e-06	2.021019802799288080e-06	2.021019802799288080e-06	2.053616273387523683e-06	2.086212743975758862e-06	2.086212743975758862e-06	4.661333920446347363e-06	4.628737449858112184e-06	2.021019802799288080e-06	1.955826861622817297e-06	1.825440979269876367e-06	1.662458626328700046e-06	2.118809214563994042e-06	2.607756273387523429e-06	2.542563332211053070e-06	2.444773920446347108e-06	2.379580979269876325e-06	2.314388038093405966e-06	2.281791567505170787e-06	2.249195096916935184e-06	2.249195096916935184e-06	2.216598626328700004e-06	2.184002155740464825e-06	2.151405685152229645e-06	2.118809214563994042e-06	2.086212743975758862e-06	2.053616273387523683e-06	2.021019802799288080e-06	1.988423332211052900e-06	1.955826861622817297e-06	1.923230391034582118e-06	1.923230391034582118e-06	1.890633920446346938e-06	1.890633920446346938e-06	1.890633920446346938e-06	1.923230391034582118e-06	1.923230391034582118e-06	1.923230391034582118e-06
1.858037449858111759e-06	1.825440979269876367e-06	1.825440979269876367e-06	1.825440979269876367e-06	1.792844508681641188e-06	1.825440979269876367e-06	1.825440979269876367e-06	1.858037449858111759e-06	1.923230391034582118e-06	1.955826861622817297e-06	1.988423332211052900e-06	2.053616273387523683e-06	2.086212743975758862e-06	2.086212743975758862e-06	2.053616273387523683e-06	2.053616273387523683e-06	2.053616273387523683e-06	2.053616273387523683e-06	2.086212743975758862e-06	2.151405685152229645e-06	2.151405685152229645e-06	2.151405685152229645e-06	2.118809214563994042e-06	2.053616273387523683e-06	1.988423332211052900e-06	1.890633920446346938e-06	2.314388038093405966e-06	2.509966861622817467e-06	3.129299802799288419e-06	2.933720979269876918e-06	2.803335096916935353e-06	2.738142155740464571e-06	2.672949214563994212e-06	2.607756273387523429e-06	2.509966861622817467e-06	2.412177449858111928e-06	2.346984508681641146e-06	2.249195096916935184e-06	2.216598626328700004e-06	2.151405685152229645e-06	2.118809214563994042e-06	2.053616273387523683e-06	2.021019802799288080e-06	1.988423332211052900e-06	1.955826861622817297e-06	1.923230391034582118e-06	1.923230391034582118e-06	1.923230391034582118e-06	1.923230391034582118e-06	1.890633920446346938e-06	1.923230391034582118e-06	1.923230391034582118e-06	1.923230391034582118e-06	1.923230391034582118e-06
1.825440979269876367e-06	1.825440979269876367e-06	1.825440979269876367e-06	1.825440979269876367e-06	1.825440979269876367e-06	1.858037449858111759e-06	1.858037449858111759e-06	1.923230391034582118e-06	1.955826861622817297e-06	1.988423332211052900e-06	2.021019802799288080e-06	2.053616273387523683e-06	2.118809214563994042e-06	2.118809214563994042e-06	2.086212743975758862e-06	2.086212743975758862e-06	2.086212743975758862e-06	2.118809214563994042e-06	2.151405685152229645e-06	4.791719802799288081e-06	4.791719802799288081e-06	4.759123332211052902e-06	2.118809214563994042e-06	2.021019802799288080e-06	1.923230391034582118e-06	4.367965685152229900e-06	3.031510391034582034e-06	2.933720979269876918e-06	3.096703332211053240e-06	2.966317449858112098e-06	2.901124508681640892e-06	2.868528038093405712e-06	2.868528038093405712e-06	2.835931567505170533e-06	2.770738626328699750e-06	2.640352743975758609e-06	2.509966861622817467e-06	2.346984508681641146e-06	2.216598626328700004e-06	2.118809214563994042e-06	2.021019802799288080e-06	1.923230391034582118e-06	1.890633920446346938e-06	1.890633920446346938e-06	1.890633920446346938e-06	1.890633920446346938e-06	1.923230391034582118e-06	1.923230391034582118e-06	1.923230391034582118e-06	1.923230391034582118e-06	1.923230391034582118e-06	1.890633920446346938e-06	1.923230391034582118e-06	1.923230391034582118e-06
1.792844508681641188e-06	1.792844508681641188e-06	1.825440979269876367e-06	1.825440979269876367e-06	1.858037449858111759e-06	1.890633920446346938e-06	1.923230391034582118e-06	1.955826861622817297e-06	1.988423332211052900e-06	2.021019802799288080e-06	2.021019802799288080e-06	2.118809214563994042e-06	2.151405685152229645e-06	2.184002155740464825e-06	2.184002155740464825e-06	2.151405685152229645e-06	2.151405685152229645e-06	2.184002155740464825e-06	2.216598626328700004e-06	4.824316273387524108e-06	4.824316273387524108e-06	4.759123332211052902e-06	2.118809214563994042e-06	1.988423332211052900e-06	4.465755096916935439e-06	3.520457449858111844e-06	2.509966861622817467e-06	3.129299802799288419e-06	2.998913920446347278e-06	2.901124508681640892e-06	2.868528038093405712e-06	2.868528038093405712e-06	2.901124508681640892e-06	2.901124508681640892e-06	2.901124508681640892e-06	2.835931567505170533e-06	2.705545685152229391e-06	2.477370391034582287e-06	2.184002155740464825e-06	2.021019802799288080e-06	1.890633920446346938e-06	1.825440979269876367e-06	1.792844508681641188e-06	1.760248038093405797e-06	1.792844508681641188e-06	1.825440979269876367e-06	1.890633920446346938e-06	1.890633920446346938e-06	1.923230391034582118e-06	1.923230391034582118e-06	1.923230391034582118e-06	1.923230391034582118e-06	1.923230391034582118e-06	1.923230391034582118e-06
1.792844508681641188e-06	1.792844508681641188e-06	1.825440979269876367e-06	1.858037449858111759e-06	1.890633920446346938e-06	1.923230391034582118e-06	1.955826861622817297e-06	1.988423332211052900e-06	1.988423332211052900e-06	2.021019802799288080e-06	2.053616273387523683e-06	2.151405685152229645e-06	2.281791567505170787e-06	2.314388038093405966e-06	2.314388038093405966e-06	2.249195096916935184e-06	2.216598626328700004e-06	2.216598626328700004e-06	2.249195096916935184e-06	4.824316273387524108e-06	4.791719802799288081e-06	4.759123332211052902e-06	4.693930391034582543e-06	4.628737449858112184e-06	4.107193920446347617e-06	2.705545685152229391e-06	4.237927439757588299e-07	2.933720979269876918e-06	2.835931567505170533e-06	2.803335096916935353e-06	2.803335096916935353e-06	2.835931567505170533e-06	2.868528038093405712e-06	2.933720979269876918e-06	2.933720979269876918e-06	2.933720979269876918e-06	2.933720979269876918e-06	2.738142155740464571e-06	2.314388038093405966e-06	1.890633920446346938e-06	1.825440979269876367e-06	1.792844508681641188e-06	1.727651567505170617e-06	1.695055096916935226e-06	1.695055096916935226e-06	1.760248038093405797e-06	1.858037449858111759e-06	1.890633920446346938e-06	1.923230391034582118e-06	1.923230391034582118e-06	1.923230391034582118e-06	1.923230391034582118e-06	1.923230391034582118e-06	1.923230391034582118e-06
1.792844508681641188e-06	1.792844508681641188e-06	1.825440979269876367e-06	1.858037449858111759e-06	1.923230391034582118e-06	1.923230391034582118e-06	1.955826861622817297e-06	1.988423332211052900e-06	1.955826861622817297e-06	2.281791567505170787e-06	2.314388038093405966e-06	2.314388038093405966e-06	2.346984508681641146e-06	2.412177449858111928e-06	2.379580979269876325e-06	2.314388038093405966e-06	2.281791567505170787e-06	2.249195096916935184e-06	2.249195096916935184e-06	2.249195096916935184e-06	4.791719802799288081e-06	4.759123332211052902e-06	4.759123332211052902e-06	4.726526861622817722e-06	3.748632743975758948e-06	2.770738626328699750e-06	2.770738626328699750e-06	2.738142155740464571e-06	2.672949214563994212e-06	2.672949214563994212e-06	2.672949214563994212e-06	2.705545685152229391e-06	2.803335096916935353e-06	2.868528038093405712e-06	2.933720979269876918e-06	2.966317449858112098e-06	2.998913920446347278e-06	3.194492743975759202e-06	3.292282155740464740e-06	1.858037449858111759e-06	1.792844508681641188e-06	1.792844508681641188e-06	1.727651567505170617e-06	1.662458626328700046e-06	1.629862155740464655e-06	1.662458626328700046e-06	1.825440979269876367e-06	1.923230391034582118e-06	1.955826861622817297e-06	1.955826861622817297e-06	1.955826861622817297e-06	1.923230391034582118e-06	1.923230391034582118e-06	1.923230391034582118e-06
